Name,Rating,Cuisines,Category,Item Name,Price,Description,Vegetarian
Hotel Prakash & Restaurant,N/A,N/A,Breakfast Specials,Mix Veg Grilled Sandwich,₹120,,Yes
Hotel Prakash & Restaurant,N/A,N/A,Breakfast Specials,Mix Veg Grilled Sandwich,₹120,,Yes
Hotel Prakash & Restaurant,N/A,N/A,Breakfast Specials,Cheese Sandwich,₹130,"A classic comfort food made by layering melted cheese between slices of bread, ... read more",No
Hotel Prakash & Restaurant,N/A,N/A,Breakfast Specials,Cheese Sandwich,₹130,"A classic comfort food made by layering melted cheese between slices of bread, ... read more",No
Hotel Prakash & Restaurant,N/A,N/A,Breakfast Specials,Cheese Sandwich,₹130,"A classic comfort food made by layering melted cheese between slices of bread, ... read more",No
Hotel Prakash & Restaurant,N/A,N/A,Breakfast Specials,Cheese Sandwich,₹130,"A classic comfort food made by layering melted cheese between slices of bread, ... read more",No
Hotel Prakash & Restaurant,N/A,N/A,Breakfast Specials,Cheese Sandwich,₹130,,No
Hotel Prakash & Restaurant,N/A,N/A,Breakfast Specials,Cheese Sandwich,₹130,,No
Hotel Prakash & Restaurant,N/A,N/A,Breakfast Specials,Cheese Grilled Sandwich,₹130,Vegetarian sandwich consisting of cheese filling between bread,No
Hotel Prakash & Restaurant,N/A,N/A,Breakfast Specials,Cheese Grilled Sandwich,₹130,Vegetarian sandwich consisting of cheese filling between bread,No
Hotel Prakash & Restaurant,N/A,N/A,Breakfast Specials,Cheese Grilled Sandwich,₹130,Vegetarian sandwich consisting of cheese filling between bread,No
Hotel Prakash & Restaurant,N/A,N/A,Breakfast Specials,Cheese Grilled Sandwich,₹130,Vegetarian sandwich consisting of cheese filling between bread,No
Hotel Prakash & Restaurant,N/A,N/A,Breakfast Specials,Cheese Grilled Sandwich,₹130,,No
Hotel Prakash & Restaurant,N/A,N/A,Breakfast Specials,Cheese Grilled Sandwich,₹130,,No
Hotel Prakash & Restaurant,N/A,N/A,Breakfast Specials,Pav Bhaji,₹180,Thick vegetable curry served with a soft bread roll (Pav),No
Hotel Prakash & Restaurant,N/A,N/A,Breakfast Specials,Pav Bhaji,₹180,Thick vegetable curry served with a soft bread roll (Pav),No
Hotel Prakash & Restaurant,N/A,N/A,Breakfast Specials,Pav Bhaji,₹180,Thick vegetable curry served with a soft bread roll (Pav),No
Hotel Prakash & Restaurant,N/A,N/A,Breakfast Specials,Pav Bhaji,₹180,Thick vegetable curry served with a soft bread roll (Pav),No
Hotel Prakash & Restaurant,N/A,N/A,Breakfast Specials,Pav Bhaji,₹180,,No
Hotel Prakash & Restaurant,N/A,N/A,Breakfast Specials,Pav Bhaji,₹180,,No
Hotel Prakash & Restaurant,N/A,N/A,Breakfast Specials,Poori Bhaji [4 Poori],₹180,"Fluffy, golden poori served with a flavorful and spiced bhaji, creating a perfect ... read more",No
Hotel Prakash & Restaurant,N/A,N/A,Breakfast Specials,Poori Bhaji [4 Poori],₹180,"Fluffy, golden poori served with a flavorful and spiced bhaji, creating a perfect ... read more",No
Hotel Prakash & Restaurant,N/A,N/A,Breakfast Specials,Poori Bhaji [4 Poori],₹180,"Fluffy, golden poori served with a flavorful and spiced bhaji, creating a perfect ... read more",No
Hotel Prakash & Restaurant,N/A,N/A,Breakfast Specials,Poori Bhaji [4 Poori],₹180,"Fluffy, golden poori served with a flavorful and spiced bhaji, creating a perfect ... read more",No
Hotel Prakash & Restaurant,N/A,N/A,Breakfast Specials,Poori Bhaji [4 Poori],₹180,,No
Hotel Prakash & Restaurant,N/A,N/A,Breakfast Specials,Poori Bhaji [4 Poori],₹180,,No
Hotel Prakash & Restaurant,N/A,N/A,Breakfast Specials,Chana Bhatura [2 Pieces],₹180,Chana Bhatura Is Ideally Served With Indian Flat Bread Bhatura Prepared From All ... read more,No
Hotel Prakash & Restaurant,N/A,N/A,Breakfast Specials,Chana Bhatura [2 Pieces],₹180,Chana Bhatura Is Ideally Served With Indian Flat Bread Bhatura Prepared From All ... read more,No
Hotel Prakash & Restaurant,N/A,N/A,Breakfast Specials,Chana Bhatura [2 Pieces],₹180,Chana Bhatura Is Ideally Served With Indian Flat Bread Bhatura Prepared From All ... read more,No
Hotel Prakash & Restaurant,N/A,N/A,Breakfast Specials,Chana Bhatura [2 Pieces],₹180,Chana Bhatura Is Ideally Served With Indian Flat Bread Bhatura Prepared From All ... read more,No
Hotel Prakash & Restaurant,N/A,N/A,Breakfast Specials,Chana Bhatura [2 Pieces],₹180,,No
Hotel Prakash & Restaurant,N/A,N/A,Breakfast Specials,Chana Bhatura [2 Pieces],₹180,,No
Hotel Prakash & Restaurant,N/A,N/A,Breakfast Specials,Paneer Chana Bhatura,₹190,Paneer chana bhatura Is ideally served with Indian flat bread bhatura prepared from ... read more,Yes
Hotel Prakash & Restaurant,N/A,N/A,Breakfast Specials,Paneer Chana Bhatura,₹190,Paneer chana bhatura Is ideally served with Indian flat bread bhatura prepared from ... read more,Yes
Hotel Prakash & Restaurant,N/A,N/A,Breakfast Specials,Paneer Chana Bhatura,₹190,Paneer chana bhatura Is ideally served with Indian flat bread bhatura prepared from ... read more,Yes
Hotel Prakash & Restaurant,N/A,N/A,Breakfast Specials,Paneer Chana Bhatura,₹190,Paneer chana bhatura Is ideally served with Indian flat bread bhatura prepared from ... read more,Yes
Hotel Prakash & Restaurant,N/A,N/A,Breakfast Specials,Paneer Chana Bhatura,₹190,,Yes
Hotel Prakash & Restaurant,N/A,N/A,Breakfast Specials,Paneer Chana Bhatura,₹190,,Yes
Hotel Prakash & Restaurant,N/A,N/A,Starters,Veg Seekh Kabab,₹250,Cooked Mixed Vegetable Mixture Is Shaped Around The Skewers And Grill To The ... read more,Yes
Hotel Prakash & Restaurant,N/A,N/A,Starters,Veg Seekh Kabab,₹250,Cooked Mixed Vegetable Mixture Is Shaped Around The Skewers And Grill To The ... read more,Yes
Hotel Prakash & Restaurant,N/A,N/A,Starters,Veg Seekh Kabab,₹250,Cooked Mixed Vegetable Mixture Is Shaped Around The Skewers And Grill To The ... read more,Yes
Hotel Prakash & Restaurant,N/A,N/A,Starters,Veg Seekh Kabab,₹250,Cooked Mixed Vegetable Mixture Is Shaped Around The Skewers And Grill To The ... read more,Yes
Hotel Prakash & Restaurant,N/A,N/A,Starters,Veg Seekh Kabab,₹250,Cooked Mixed Vegetable Mixture Is Shaped Around The Skewers And Grill To The ... read more,Yes
Hotel Prakash & Restaurant,N/A,N/A,Starters,Veg Seekh Kabab,₹250,,Yes
Hotel Prakash & Restaurant,N/A,N/A,Starters,Veg Seekh Kabab,₹250,,Yes
Hotel Prakash & Restaurant,N/A,N/A,Starters,Dahi Kabab,₹260,Blend Of Hung Curd Infused With Indian Spices And Shallow Fried.,No
Hotel Prakash & Restaurant,N/A,N/A,Starters,Dahi Kabab,₹260,Blend Of Hung Curd Infused With Indian Spices And Shallow Fried.,No
Hotel Prakash & Restaurant,N/A,N/A,Starters,Dahi Kabab,₹260,Blend Of Hung Curd Infused With Indian Spices And Shallow Fried.,No
Hotel Prakash & Restaurant,N/A,N/A,Starters,Dahi Kabab,₹260,Blend Of Hung Curd Infused With Indian Spices And Shallow Fried.,No
Hotel Prakash & Restaurant,N/A,N/A,Starters,Dahi Kabab,₹260,,No
Hotel Prakash & Restaurant,N/A,N/A,Starters,Dahi Kabab,₹260,,No
Hotel Prakash & Restaurant,N/A,N/A,Starters,Hara Bhara Kabab,₹260,"Wholesome and flavorful veg kebabs made with a blend of spinach, peas, and ... read more",No
Hotel Prakash & Restaurant,N/A,N/A,Starters,Hara Bhara Kabab,₹260,"Wholesome and flavorful veg kebabs made with a blend of spinach, peas, and ... read more",No
Hotel Prakash & Restaurant,N/A,N/A,Starters,Hara Bhara Kabab,₹260,"Wholesome and flavorful veg kebabs made with a blend of spinach, peas, and ... read more",No
Hotel Prakash & Restaurant,N/A,N/A,Starters,Hara Bhara Kabab,₹260,"Wholesome and flavorful veg kebabs made with a blend of spinach, peas, and ... read more",No
Hotel Prakash & Restaurant,N/A,N/A,Starters,Hara Bhara Kabab,₹260,,No
Hotel Prakash & Restaurant,N/A,N/A,Starters,Hara Bhara Kabab,₹260,,No
Hotel Prakash & Restaurant,N/A,N/A,Starters,Paneer Hariyali Tikka,₹310,"Paneer Hariyali Tikka Is A North Indian Recipe Made Using Paneer (Cottage Cheese), ... read more",Yes
Hotel Prakash & Restaurant,N/A,N/A,Starters,Paneer Hariyali Tikka,₹310,"Paneer Hariyali Tikka Is A North Indian Recipe Made Using Paneer (Cottage Cheese), ... read more",Yes
Hotel Prakash & Restaurant,N/A,N/A,Starters,Paneer Hariyali Tikka,₹310,"Paneer Hariyali Tikka Is A North Indian Recipe Made Using Paneer (Cottage Cheese), ... read more",Yes
Hotel Prakash & Restaurant,N/A,N/A,Starters,Paneer Hariyali Tikka,₹310,"Paneer Hariyali Tikka Is A North Indian Recipe Made Using Paneer (Cottage Cheese), ... read more",Yes
Hotel Prakash & Restaurant,N/A,N/A,Starters,Paneer Hariyali Tikka,₹310,,Yes
Hotel Prakash & Restaurant,N/A,N/A,Starters,Paneer Hariyali Tikka,₹310,,Yes
Hotel Prakash & Restaurant,N/A,N/A,Starters,Paneer Tikka,₹320,"Paneer Marinated In Spices And Yoghurt, Grilled In The Tandoor.",Yes
Hotel Prakash & Restaurant,N/A,N/A,Starters,Paneer Tikka,₹320,"Paneer Marinated In Spices And Yoghurt, Grilled In The Tandoor.",Yes
Hotel Prakash & Restaurant,N/A,N/A,Starters,Paneer Tikka,₹320,"Paneer Marinated In Spices And Yoghurt, Grilled In The Tandoor.",Yes
Hotel Prakash & Restaurant,N/A,N/A,Starters,Paneer Tikka,₹320,"Paneer Marinated In Spices And Yoghurt, Grilled In The Tandoor.",Yes
Hotel Prakash & Restaurant,N/A,N/A,Starters,Paneer Tikka,₹320,,Yes
Hotel Prakash & Restaurant,N/A,N/A,Starters,Paneer Tikka,₹320,,Yes
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Idli [1 Piece],₹70,SOUTH INDIAN,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Idli [1 Piece],₹70,Steamed Rice Cake,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Idli [1 Piece],₹70,Steamed Rice Cake,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Idli [1 Piece],₹70,Steamed Rice Cake,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Idli [1 Piece],₹70,Steamed Rice Cake,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Idli [1 Piece],₹70,,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Idli [1 Piece],₹70,,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,1 Vada,₹70,"Fried, Doughnut Shaped South Indian Delicacy Made From Urad Dal",No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,1 Vada,₹70,"Fried, Doughnut Shaped South Indian Delicacy Made From Urad Dal",No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,1 Vada,₹70,"Fried, Doughnut Shaped South Indian Delicacy Made From Urad Dal",No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,1 Vada,₹70,"Fried, Doughnut Shaped South Indian Delicacy Made From Urad Dal",No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,1 Vada,₹70,,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,1 Vada,₹70,,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Idli Sambar [Home Style Preparation],₹130,Steamed Rice Cake Served With Sambar,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Idli Sambar [Home Style Preparation],₹130,Steamed Rice Cake Served With Sambar,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Idli Sambar [Home Style Preparation],₹130,Steamed Rice Cake Served With Sambar,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Idli Sambar [Home Style Preparation],₹130,Steamed Rice Cake Served With Sambar,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Idli Sambar [Home Style Preparation],₹130,,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Idli Sambar [Home Style Preparation],₹130,,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Vada Sambar [2 Vada],₹120,"Fried, Doughnut Shaped South Indian Delicacy Made From Urad Dal Served With Sambar",No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Vada Sambar [2 Vada],₹120,"Fried, Doughnut Shaped South Indian Delicacy Made From Urad Dal Served With Sambar",No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Vada Sambar [2 Vada],₹120,"Fried, Doughnut Shaped South Indian Delicacy Made From Urad Dal Served With Sambar",No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Vada Sambar [2 Vada],₹120,"Fried, Doughnut Shaped South Indian Delicacy Made From Urad Dal Served With Sambar",No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Vada Sambar [2 Vada],₹120,,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Vada Sambar [2 Vada],₹120,,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Idli Sambar [2 Pieces],₹100,Steamed Rice Cake Served With Sambar,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Idli Sambar [2 Pieces],₹100,Steamed Rice Cake Served With Sambar,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Idli Sambar [2 Pieces],₹100,Steamed Rice Cake Served With Sambar,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Idli Sambar [2 Pieces],₹100,Steamed Rice Cake Served With Sambar,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Idli Sambar [2 Pieces],₹100,,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Idli Sambar [2 Pieces],₹100,,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Mini Dosa,₹140,Masala dosa in small size.,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Mini Dosa,₹140,Masala dosa in small size.,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Mini Dosa,₹140,Masala dosa in small size.,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Mini Dosa,₹140,Masala dosa in small size.,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Mini Dosa,₹140,,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Mini Dosa,₹140,,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Plain Dosa,₹130,"Flat Thin Layered Rice Batter, Originating From The Indian Subcontinent, Made From A ... read more",No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Plain Dosa,₹130,"Flat Thin Layered Rice Batter, Originating From The Indian Subcontinent, Made From A ... read more",No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Plain Dosa,₹130,"Flat Thin Layered Rice Batter, Originating From The Indian Subcontinent, Made From A ... read more",No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Plain Dosa,₹130,"Flat Thin Layered Rice Batter, Originating From The Indian Subcontinent, Made From A ... read more",No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Plain Dosa,₹130,,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Plain Dosa,₹130,,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Masala Dosa,₹180,Dosa Stuffed With Potato Masala Served With Sambar.,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Masala Dosa,₹180,Dosa Stuffed With Potato Masala Served With Sambar.,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Masala Dosa,₹180,Dosa Stuffed With Potato Masala Served With Sambar.,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Masala Dosa,₹180,Dosa Stuffed With Potato Masala Served With Sambar.,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Masala Dosa,₹180,,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Masala Dosa,₹180,,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Onion Masala Dosa,₹200,Masala Dosa Is Crispy Rice & Lentil Crepes That Are Stuffed With A ... read more,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Onion Masala Dosa,₹200,Masala Dosa Is Crispy Rice & Lentil Crepes That Are Stuffed With A ... read more,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Onion Masala Dosa,₹200,Masala Dosa Is Crispy Rice & Lentil Crepes That Are Stuffed With A ... read more,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Onion Masala Dosa,₹200,Masala Dosa Is Crispy Rice & Lentil Crepes That Are Stuffed With A ... read more,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Onion Masala Dosa,₹200,,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Onion Masala Dosa,₹200,,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Butter Masala Dosa,₹190,Butter Dosa Stuffed With Potato Masala Served And Sambar.,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Butter Masala Dosa,₹190,Butter Dosa Stuffed With Potato Masala Served And Sambar.,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Butter Masala Dosa,₹190,Butter Dosa Stuffed With Potato Masala Served And Sambar.,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Butter Masala Dosa,₹190,Butter Dosa Stuffed With Potato Masala Served And Sambar.,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Butter Masala Dosa,₹190,,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Butter Masala Dosa,₹190,,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Paneer Masala Dosa,₹190,Dosa Stuffed With Paneer Masala Served With Sambar.,Yes
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Paneer Masala Dosa,₹190,Dosa Stuffed With Paneer Masala Served With Sambar.,Yes
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Paneer Masala Dosa,₹190,Dosa Stuffed With Paneer Masala Served With Sambar.,Yes
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Paneer Masala Dosa,₹190,Dosa Stuffed With Paneer Masala Served With Sambar.,Yes
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Paneer Masala Dosa,₹190,,Yes
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Paneer Masala Dosa,₹190,,Yes
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Rava Butter Masala Dosa,₹210,Rava Dosa Is A Delectably Crispy Rava Dosa That Can Be Prepared Instantly.,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Rava Butter Masala Dosa,₹210,Rava Dosa Is A Delectably Crispy Rava Dosa That Can Be Prepared Instantly.,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Rava Butter Masala Dosa,₹210,Rava Dosa Is A Delectably Crispy Rava Dosa That Can Be Prepared Instantly.,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Rava Butter Masala Dosa,₹210,Rava Dosa Is A Delectably Crispy Rava Dosa That Can Be Prepared Instantly.,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Rava Butter Masala Dosa,₹210,,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Rava Butter Masala Dosa,₹210,,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Special Masala Dosa,₹210,"A delectable South Indian favorite, featuring a crispy rice crepe filled with a ... read more",No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Special Masala Dosa,₹210,"A delectable South Indian favorite, featuring a crispy rice crepe filled with a ... read more",No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Special Masala Dosa,₹210,"A delectable South Indian favorite, featuring a crispy rice crepe filled with a ... read more",No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Special Masala Dosa,₹210,"A delectable South Indian favorite, featuring a crispy rice crepe filled with a ... read more",No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Special Masala Dosa,₹210,,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Special Masala Dosa,₹210,,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Mysore Masala Dosa,₹190,Mysore Masala Dosa Is Crisp And Soft Dosa Spiced With Red Chutney And ... read more,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Mysore Masala Dosa,₹190,Mysore Masala Dosa Is Crisp And Soft Dosa Spiced With Red Chutney And ... read more,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Mysore Masala Dosa,₹190,Mysore Masala Dosa Is Crisp And Soft Dosa Spiced With Red Chutney And ... read more,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Mysore Masala Dosa,₹190,Mysore Masala Dosa Is Crisp And Soft Dosa Spiced With Red Chutney And ... read more,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Mysore Masala Dosa,₹190,,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Mysore Masala Dosa,₹190,,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Onion Tomato Uttapam,₹210,Thick And Fluffy Rice And Lentil Based Pancake With Onion And Tomato Toppings,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Onion Tomato Uttapam,₹210,Thick And Fluffy Rice And Lentil Based Pancake With Onion And Tomato Toppings,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Onion Tomato Uttapam,₹210,Thick And Fluffy Rice And Lentil Based Pancake With Onion And Tomato Toppings,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Onion Tomato Uttapam,₹210,Thick And Fluffy Rice And Lentil Based Pancake With Onion And Tomato Toppings,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Onion Tomato Uttapam,₹210,,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Onion Tomato Uttapam,₹210,,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Paneer Uttapam,₹210,Thick And Fluffy Rice And Lentil Based Pancake With Paneer Toppings,Yes
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Paneer Uttapam,₹210,Thick And Fluffy Rice And Lentil Based Pancake With Paneer Toppings,Yes
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Paneer Uttapam,₹210,Thick And Fluffy Rice And Lentil Based Pancake With Paneer Toppings,Yes
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Paneer Uttapam,₹210,Thick And Fluffy Rice And Lentil Based Pancake With Paneer Toppings,Yes
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Paneer Uttapam,₹210,,Yes
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Paneer Uttapam,₹210,,Yes
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Mixed Uttapam,₹210,A savory South Indian pancake made with a batter of fermented rice and ... read more,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Mixed Uttapam,₹210,A savory South Indian pancake made with a batter of fermented rice and ... read more,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Mixed Uttapam,₹210,A savory South Indian pancake made with a batter of fermented rice and ... read more,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Mixed Uttapam,₹210,A savory South Indian pancake made with a batter of fermented rice and ... read more,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Mixed Uttapam,₹210,,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Mixed Uttapam,₹210,,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Chinese Chopsuey Dosa,₹190,TASTE THE DIFFERENCE DOSA,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Chinese Chopsuey Dosa,₹190,A creative fusion dish where a crispy dosa is filled with a stir ... read more,No
Hotel Prakash & Restaurant,N/A,N/A,South Indian,Chinese Chopsuey Dosa,₹190,A creative fusion dish where a crispy dosa is filled with a stir ... read more,No
