Name,Rating,Cuisines,Category,Item Name,Price,Description,Vegetarian
Hotel Prakash & Restaurant,4.0,,Chinese,Veg Manchurian Dry,₹220,"Comforting Chinese Made With Colorful Vegetables, And Stir-Fried Noodles Tossed In A Savory ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Chinese,Crispy Chana,₹230,"Crunchy and flavorful chickpeas, seasoned with a blend of spices and herbs, offering ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Chinese,Schezwan Baby Corn Dry,₹235,"Tender baby corn cooked in a spicy and tangy schezwan sauce, creating a ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Chinese,Chilli Paneer Gravy Half,₹260,"Paneer Is Cooked With Soy Sauce, Green Chilli Sauce, To Give It A ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Chinese,Crispy Veg,₹270,Crispy Fried Vegetables Are Basically Fried Veggies Sauteed With Sauces Commonly Used In ... read more,No
Hotel Prakash & Restaurant,4.0,,Chinese,Veg Manchurian Gravy,₹310,Vegetables Dumplings Cooked In Oriental And Soy Garlic Sauce.,Yes
Hotel Prakash & Restaurant,4.0,,Chinese,Chilli Paneer Dry,₹290,A Spicy Dish Made With Dry Chilly And Paneer And Vegetables,Yes
Hotel Prakash & Restaurant,4.0,,Chinese,Mushroom Manchurian,₹300,"Tender mushroom pieces are coated in a spiced batter, deep fried, and tossed ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Chinese,Mushroom Chilli,₹290,A zesty and flavorful dish where mushrooms are stir fried with vibrant bell ... read more,Yes
Hotel Prakash & Restaurant,4.0,,Chinese,Chilli Paneer Gravy Full,₹320,"Paneer Is Cooked With Soy Sauce, Green Chilli Sauce, To Give It A ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Chinese,Honey Potato Chilli,₹320,"Crispy Potatoes Tossed In Pan With Honey, Fresh Chillies, Cubed Onions And Mixed ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Chinese,Gobi Manchurian,₹310,A popular Indo Chinese dish featuring crispy cauliflower florets coated in a savory ... read more,Yes
Hotel Prakash & Restaurant,4.0,,Fried Rice and Noodles,Veg Fried Rice,₹230,FRIED RICE,Yes
Hotel Prakash & Restaurant,4.0,,Fried Rice and Noodles,Schezwan Fried Rice,₹230,"A fiery and aromatic dish featuring cooked rice stir fried with schezwan sauce, ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Fried Rice and Noodles,Mushroom Fried Rice,₹240,"A delicious combination of cooked rice stir fried with tender mushrooms, vegetables, and ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Fried Rice and Noodles,Paneer Fried Rice,₹240,Flavorful & Delicious Rice Fried In A Pan Loaded With Veggies And Paneer ... read more,No
Hotel Prakash & Restaurant,4.0,,Fried Rice and Noodles,Veg Hakka Noodles,₹200,NOODLES,Yes
Hotel Prakash & Restaurant,4.0,,Fried Rice and Noodles,Veg Noodles,₹180,Loaded With Fresh Vegetables And Noodles,Yes
Hotel Prakash & Restaurant,4.0,,Fried Rice and Noodles,Paneer Noodles,₹200,"Loaded with fresh vegetables, paneer and noodles.",Yes
Hotel Prakash & Restaurant,4.0,,Fried Rice and Noodles,Veg Singapuri Noodles,₹200,"The Singapore Noodles are bursting with sweet-savory curry powder, aromatic garlic, ginger and ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Fried Rice and Noodles,Veg Chopsuey,₹250,"Veg Chopsuey To Mix Veg Fried Crispy Noodles With A Tangy, Sweet & ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Fried Rice and Noodles,Chinese Chopsuey,₹250,A delightful and colorful dish featuring a crispy noodles base topped with a ... read more,Yes
Hotel Prakash & Restaurant,4.0,,Fried Rice and Noodles,Cheese Chopsuey,₹250,"A delightful variation of the classic chopsuey, featuring a crispy noodle base topped ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Main Course,Gobi Aloo,₹220,VEG MAIN COURSE,Yes
Hotel Prakash & Restaurant,4.0,,Main Course,Jeera Aloo,₹180,Jeera Aloo Is A Typical Vegetarian Indian Dish Which Is Often Served As ... read more,Yes
Hotel Prakash & Restaurant,4.0,,Main Course,Matar Aloo,₹220,"An Everyday Dish Of Potato And Peas Mingled In A Rich, Tomato Gravy.",Yes
Hotel Prakash & Restaurant,4.0,,Main Course,Chana Masala,₹240,"A robust and flavorful chickpea curry infused with aromatic spices, creating a satisfying ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Main Course,Dal Khaas,₹230,"A special and exquisite lentil dish, prepared with a unique combination of spices ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Main Course,Veg Shahi Korma,₹240,"An opulent medley of vegetables luxuriating in a regal, aromatic cashew and cream ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Main Course,Veg Kofta,₹250,Vegetable Kofta is an exotic Indian gravy dish that comprises of two parts ... read more,Yes
Hotel Prakash & Restaurant,4.0,,Main Course,Mix Vegetable,₹250,Fresh Garden Vegetables Cooked In A Masala Gravy.,Yes
Hotel Prakash & Restaurant,4.0,,Main Course,Dal Makhani,₹260,Whole Black Lentil Cooked Overnight With Butter & Cream,Yes
Hotel Prakash & Restaurant,4.0,,Main Course,Dal Tadka,₹260,Dal Tadka Are Cooked Lentils Which Are Lastly Tempered With Oil Or Ghee ... read more,Yes
Hotel Prakash & Restaurant,4.0,,Main Course,Dal Masala,₹260,A hearty and flavorful lentil preparation infused with a medley of aromatic spices.,Yes
Hotel Prakash & Restaurant,4.0,,Main Course,Kashmiri Dum Aloo,₹260,"Easy Delicious, Creamy , Flavorful Dish Made Of Spicy Onion, Tomatoes, Cashews & ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Main Course,Palak Corn,₹260,"A nutritious harmony of vibrant spinach and sweet corn kernels, infused with aromatic ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Main Course,Palak Kofta,₹260,"A fusion of health and taste, spinach and paneer dumplings served in a ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Main Course,Pindi Chana,₹260,"Robustly spiced chickpea curry, cooked with traditional Punjabi flavors, offering a hearty and ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Main Course,Stuffed Tomato,₹260,"Ripe tomatoes generously filled with a delectable mixture, baked or cooked until tender, ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Main Course,Veg Nargisi Kofta,₹260,"Wholesome vegetable koftas with a surprise center, nestled in a flavorsome gravy, offering ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Main Course,Mushroom Butter Masala,₹260,"Creamy and indulgent, this dish features mushrooms cooked in a rich tomato based ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Main Course,Mushroom Do Pyaza,₹260,"A Semi Dry Dish, Mushroom Do Pyaza Where Mushrooms Are Cooked With Lots ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Main Course,Palak Mushroom,₹260,"A delectable fusion of earthy mushrooms and vibrant spinach, simmered in aromatic spices ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Main Course,Stuffed Dum Aloo,₹260,"Easy Delicious, Creamy , Flavorful Dish Made Of Spicy Onion, Tomatoes, Cashews & ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Main Course,Mushroom Matar,₹260,"An Everyday Dish Of Mushroom And Peas Mingled In A Rich, Tomato Gravy.",Yes
Hotel Prakash & Restaurant,4.0,,Main Course,Prakash Special Vegetable,₹260,This is our special mix veg made up with seasonal vegetables and spices.,Yes
Hotel Prakash & Restaurant,4.0,,Main Course,Kadhai Mushroom,₹270,"A flavorful medley of succulent mushrooms, colorful bell peppers and aromatic spices, cooked ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Main Course,Veg Jalfrezi,₹270,Vegetable Jalfrezi Features Mixed Vegetables Cooked In A Base Of Tomato Sauce Spiked ... read more,Yes
Hotel Prakash & Restaurant,4.0,,Main Course,Navratan Korma,₹270,"A regal ensemble of nine assorted vegetables and nuts, luxuriating in a creamy, ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Main Course,Cheese Kofta,₹270,"Delectable balls of cheese mixed with herbs and spices, deep fried to golden ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Main Course,Special Malai Kofta,₹280,"Velvety paneer and vegetable dumplings, bathed in a rich, creamy gravy infused with ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Main Course,Kadai Chaap Masala Gravy,₹260,PANEER MAIN COURSE,Yes
Hotel Prakash & Restaurant,4.0,,Main Course,Matar Paneer,₹280,"An Everyday Dish Of Cottage Cheese And Peas Mingled In A Rich, Tomato ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Main Course,Stuffed Paneer Mumtaz,₹280,"A regal creation featuring paneer [Indian cottage cheese] filled with a delectable mixture, ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Main Course,Shahi Paneer,₹290,"Shahi Paneer Is A Preparation Of Paneer, Indigenous To The Indian Subcontinent, Consisting ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Main Course,Cheese Do Pyaza,₹290,"A delectable dish featuring cheese cubes cooked with double the onion, seasoned with ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Main Course,Paneer Methi Malai,₹290,Methi Malai Paneer Is A Creamy Indian Curry Made From Fresh Fenugreek Leaves ... read more,Yes
Hotel Prakash & Restaurant,4.0,,Main Course,Paneer Bhujia,₹290,Paneer bhujiya is a popular and delicious North Indian breakfast recipe made from ... read more,Yes
Hotel Prakash & Restaurant,4.0,,Main Course,Palak Paneer,₹290,Soft Cottage Cheese Cubes Prepared In Mild Spiced Smooth Spinach Sauce.,Yes
Hotel Prakash & Restaurant,4.0,,Main Course,Kadhai Paneer,₹300,Succulent paneer [Indian cottage cheese] and colorful bell peppers cooked in a fragrant ... read more,Yes
Hotel Prakash & Restaurant,4.0,,Main Course,Paneer Butter Masala,₹300,`Cottage Cheese Cooked In Spicy Tomato Gravy Usually Thick In Nature.,Yes
Hotel Prakash & Restaurant,4.0,,Main Course,Makhani Paneer,₹300,Creamy and luscious paneer [Indian cottage cheese] cubes immersed in a rich tomato ... read more,Yes
Hotel Prakash & Restaurant,4.0,,Main Course,Cheese Korma,₹300,"A luxurious creation of cheese cubes bathed in a rich, nutty sauce infused ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Main Course,Special Cheese Tomato,₹300,"Succulent cheese filled tomatoes, cooked to perfection and served in a flavorful tomato ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Main Course,Khoya Paneer,₹300,Soft paneer [Indian cottage cheese] chunks cooked in a creamy and luscious khoya ... read more,Yes
Hotel Prakash & Restaurant,4.0,,Main Course,Paneer Tikka Lababdar,₹320,"Create marinated paneer tikka pieces, simmered in a creamy and spiced tomato gravy, ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Main Course,Kaju Korma,₹330,"A luxurious and rich curry featuring cashews, cooked in a flavorful gravy with ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Rice and Biryani,Curd Rice,₹140,RICE,Yes
Hotel Prakash & Restaurant,4.0,,Rice and Biryani,Plain Rice,₹150,Rice That Has Been Cooked Either By Steaming Or Boiling.,Yes
Hotel Prakash & Restaurant,4.0,,Rice and Biryani,Jeera Rice,₹160,Jeera Rice Or Zeera Rice Is An Indian Dish Consisting Of Rice And ... read more,Yes
Hotel Prakash & Restaurant,4.0,,Rice and Biryani,Matar Pulao,₹170,"Matar Pulao Is A Classic Indian Rice Pulao Made With Basmati Rice, Whole ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Rice and Biryani,Veg Pulao,₹180,"Classic Indian Rice Pulao Made With Basmati Rice, Whole Spices, Herbs.",Yes
Hotel Prakash & Restaurant,4.0,,Rice and Biryani,Paneer Pulao,₹190,"Paneer Pulao Is A Classic Indian Rice Pulao Made With Basmati Rice, Whole ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Rice and Biryani,Special Kashmiri Pulao,₹220,"A fragrant and vibrant rice dish cooked with basmati rice, dried fruits, nuts, ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Rice and Biryani,Corn Pulao,₹250,"A flavorful rice dish cooked with tender corn kernels, aromatic spices, and fragrant ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Rice and Biryani,Hyderabadi Pulao,₹250,"A delectable rice preparation influenced by the flavors of Hyderabad, featuring fragrant basmati ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Rice and Biryani,Veg Biryani,₹240,BIRYANI,Yes
Hotel Prakash & Restaurant,4.0,,Rice and Biryani,Mushroom Biryani,₹250,"Fragrant basmati rice cooked with succulent mushrooms and a blend of aromatic spices, ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Rice and Biryani,Paneer Tikka Biryani,₹280,"A delicious fusion of marinated paneer tikka and fragrant basmati rice, cooked together ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Pizza and Pasta,Coin Pizza [7 inches],₹300,PIZZA,Yes
Hotel Prakash & Restaurant,4.0,,Pizza and Pasta,Mushroom Pizza,₹300,"A crispy crust loaded with juicy mushrooms, rich melted cheese and flavorful seasonings ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Pizza and Pasta,Mix Veg Pizza,₹300,"A crispy crust topped with a delicious mix of veggies, gooey cheese and ... read more",No
Hotel Prakash & Restaurant,4.0,,Pizza and Pasta,Prakash Special Pizza,₹330,"A cheesy delight loaded with rich flavors, crispy crust and a special blend ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Pizza and Pasta,Onion Tomato Capsicum Pizza,₹300,"A crispy crust loaded with juicy tomatoes, crunchy onions and flavorful capsicum, topped ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Burgers and Sandwiches,Veg Burger,₹90,BURGERS,Yes
Hotel Prakash & Restaurant,4.0,,Burgers and Sandwiches,Cheese Burger,₹110,"Juicy and indulgent burger with crumb-fried cheese burst patty, served with lettuce, tomatoes, ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Burgers and Sandwiches,Mushroom Burger,₹110,"A juicy, flavorful mushroom patty topped with melted cheese, fresh veggies and creamy ... read more",No
Hotel Prakash & Restaurant,4.0,,Snacks and Chaat,French Fries,₹160,SNACKS,Yes
Hotel Prakash & Restaurant,4.0,,Snacks and Chaat,Masala American Corn,₹160,Masala sprinkled and mixed with American corns.,Yes
Hotel Prakash & Restaurant,4.0,,Snacks and Chaat,Veg Cutlet [2 Pieces],₹170,Vegetable cutlets.,Yes
Hotel Prakash & Restaurant,4.0,,Snacks and Chaat,Veg Spring Roll,₹180,Thin crispy rolls filled with execotic vegetables.,Yes
Hotel Prakash & Restaurant,4.0,,Snacks and Chaat,Chinese French Fries,₹180,Cheese French fries.,Yes
Hotel Prakash & Restaurant,4.0,,Snacks and Chaat,Plain American Corn,₹190,Sweet American corn.,Yes
Hotel Prakash & Restaurant,4.0,,Snacks and Chaat,Cheese Cutlet [2 Pieces],₹190,Cutlets filled with cheese and vegetables.,Yes
Hotel Prakash & Restaurant,4.0,,Snacks and Chaat,Cheese Spring Roll,₹190,Spring rolls filled with cheese and vegetables.,Yes
Hotel Prakash & Restaurant,4.0,,Snacks and Chaat,Cheese Corn Balls,₹195,"Crunchy bites of cheesy delight with sweet corn, perfect for snacking.",Yes
Hotel Prakash & Restaurant,4.0,,Snacks and Chaat,Crispy Corn,₹195,"Delightfully crunchy and seasoned kernels of corn, a satisfying snack.",Yes
Hotel Prakash & Restaurant,4.0,,Snacks and Chaat,Chana Chaat,₹90,CHAAT,Yes
Hotel Prakash & Restaurant,4.0,,Snacks and Chaat,Peanut Chaat,₹90,"Roasted peanuts tossed with spices and chutneys, a delightful and crunchy snack.",Yes
Hotel Prakash & Restaurant,4.0,,Snacks and Chaat,Aloo Chaat,₹100,"Spiced and tangy potato chunks, a flavorful Indian street food favorite.",Yes
Hotel Prakash & Restaurant,4.0,,Snacks and Chaat,Aloo Tikki Chaat,₹100,"Crispy potato patties topped with yogurt, chutneys and spices, a delicious and satisfying ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Accompaniments,Green Salad,₹70,"A refreshing mix of crisp greens, crunchy veggies and zesty dressing, bringing a ... read more",No
Hotel Prakash & Restaurant,4.0,,Accompaniments,Tomato Salad,₹80,Salad,Yes
Hotel Prakash & Restaurant,4.0,,Accompaniments,Cucumber Salad,₹80,Salad,Yes
Hotel Prakash & Restaurant,4.0,,Accompaniments,Onion Salad,₹100,Salad,Yes
Hotel Prakash & Restaurant,4.0,,Accompaniments,Plain Raita,₹120,Side dishes,Yes
Hotel Prakash & Restaurant,4.0,,Accompaniments,Plain Curd,₹120,Side dishes,Yes
Hotel Prakash & Restaurant,4.0,,Accompaniments,Cucumber Raita,₹150,A cool and creamy yogurt delight with refreshing cucumber and a touch of ... read more,Yes
Hotel Prakash & Restaurant,4.0,,Accompaniments,Aloo Raita,₹150,Side dishes,Yes
Hotel Prakash & Restaurant,4.0,,Accompaniments,Boondi Raita,₹150,Side dishes,Yes
Hotel Prakash & Restaurant,4.0,,Accompaniments,Mixed Raita,₹150,Side dishes,Yes
Hotel Prakash & Restaurant,4.0,,Accompaniments,Kaju Special Raita,₹170,Side dishes,Yes
Hotel Prakash & Restaurant,4.0,,Accompaniments,Special Pineapple Raita,₹180,Side dishes,Yes
Hotel Prakash & Restaurant,4.0,,Accompaniments,Special Fruit Raita,₹180,Side dishes,Yes
Hotel Prakash & Restaurant,4.0,,Soups and Salad,Veg Clear Soup,₹100,SOUPS,Yes
Hotel Prakash & Restaurant,4.0,,Soups and Salad,Dal Shorba,₹110,"A light and flavorful lentil soup, slow cooked with aromatic spices for a ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Soups and Salad,Cream of Vegetable Soup,₹110,"Vegetable Clear Soup Is A Comforting And Light Soup Prepared With Carrots, Beans, ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Soups and Salad,Veg Tomato Soup,₹110,Tomato Soup Is A Soup Made With Tomatoes As The Primary Ingredient,Yes
Hotel Prakash & Restaurant,4.0,,Soups and Salad,Veg Sweet Corn Soup,₹110,"Corn Soup Made With Corn, Veggies, Spices And Herbs.",No
Hotel Prakash & Restaurant,4.0,,Soups and Salad,Veg Noodles Soup,₹110,"A comforting bowl of flavorful broth with soft noodles and fresh veggies, perfectly ... read more",No
Hotel Prakash & Restaurant,4.0,,Soups and Salad,Veg Hot and Sour Soup,₹110,This Soup With Vegetables Gets Spicy(Hot) Taste From The Chili Sauce And Black ... read more,Yes
Hotel Prakash & Restaurant,4.0,,Soups and Salad,Veg Manchow Soup,₹110,"Dark Brown Soup Prepared With Various Vegetables, Thickened With Corn Flour, And Flavored ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Soups and Salad,Veg Talumein Soup,₹110,"The Soup Basically Comprises Noodles And Veggies, Flavoured With Soy Sauce And Held ... read more",No
Hotel Prakash & Restaurant,4.0,,Soups and Salad,Veg Lung Fung Soup,₹110,A rich and flavorful soup with a hearty blend of fresh veggies and ... read more,No
Hotel Prakash & Restaurant,4.0,,Soups and Salad,Veg Sweet and Sour Soup,₹110,"A perfect balance of tangy and sweet flavors in a rich, flavorful broth ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Soups and Salad,Veg Lemon Coriander Soup,₹110,Lemon Coriander Soup Recipe Is A Healthy Clear Soup Flavoured With Fresh Coriander ... read more,Yes
Hotel Prakash & Restaurant,4.0,,Soups and Salad,Tomato Shorba,₹120,"A rich and aromatic tomato based soup, slow cooked with flavorful spices for ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Soups and Salad,Cream of Baby Corn Soup,₹120,"A rich and velvety soup with tender baby corn, blended to perfection with ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Soups and Salad,Tomato Crisp Soup,₹120,"A rich and tangy tomato soup with a smooth texture, topped with crispy ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Soups and Salad,Tomato Soup with Bread Crumb,₹120,"A rich, velvety tomato soup with a perfect balance of tangy and creamy ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Soups and Salad,Veg Mushroom Soup,₹120,"A rich and creamy delight with tender mushrooms simmered in a flavorful broth, ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Soups and Salad,Cream of Mushroom Soup,₹120,"A rich and velvety soup made with tender mushrooms, blended with creamy goodness ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Soups and Salad,Russian Salad,₹220,SALAD,Yes
Hotel Prakash & Restaurant,4.0,,Desserts and Beverages,Gulab Jamun [2 Pieces],₹70,DESSERTS,Yes
Hotel Prakash & Restaurant,4.0,,Desserts and Beverages,Sponge Rasgulla [2 Pieces],₹80,Dessert,Yes
Hotel Prakash & Restaurant,4.0,,Desserts and Beverages,Rasmalai [2 Pieces],₹120,Dessert,Yes
Hotel Prakash & Restaurant,4.0,,Desserts and Beverages,Sweet Lassi,₹100,"A creamy, chilled yogurt beverage with a touch of sweetness, blended to perfection ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Desserts and Beverages,Cold Coffee,₹130,"A chilled, creamy coffee delight with a perfect blend of rich flavor and ... read more",Yes
Hotel Prakash & Restaurant,4.0,,Desserts and Beverages,Oreo Shake,₹130,"A rich and creamy blend of chocolate Oreo and chilled milk, topped with ... read more",Yes
Hungry Point,3.9,,Burgers,Burgers,₹82,,Yes
Hungry Point,3.9,,Burgers,Alu Patty Burger,₹82,,Yes
Hungry Point,3.9,,Burgers,Corn Burger,₹147,,Yes
Hungry Point,3.9,,Burgers,Creamy Burger,₹137,,Yes
Hungry Point,3.9,,Burgers,Creamy Spicy Burger,₹147,,Yes
Hungry Point,3.9,,Burgers,Juicy Paneer Burger,₹179,,Yes
Hungry Point,3.9,,Burgers,Mix Burger,₹221,,Yes
Hungry Point,3.9,,Burgers,Pineapple Sweet Burger,₹179,,Yes
Hungry Point,3.9,,Burgers,Pub-G Chilly Burger,₹126,,Yes
Hungry Point,3.9,,Burgers,Veg Patty Burger,₹105,,Yes
Hungry Point,3.9,,Sandwiches,Creamy Grilled Sandwich [2 Pieces],₹210,,Yes
Hungry Point,3.9,,Sandwiches,Mix Veg Grilled Sandwich [2 Pieces],₹168,,Yes
